query_id,AP@10,AP@20,NDCG@10,NDCG@20
126,0.5571428571428572,0.49125233426704007,0.6096909047512378,0.628706281492512
127,0,0,0,0
128,0,0,0,0
129,0.7481150793650794,0.7872716517885887,0.7515803506377695,0.7821365237559035
130,0.6111111111111112,0.6111111111111112,0.6577324383928643,0.6577324383928643
131,1.0,0.8755411255411254,0.8869198034337804,0.8525521742388028
132,0,0.05263157894736842,0,0.23540891336663824
133,0.5416666666666666,0.5288877788877788,0.7509321764429273,0.5860404422225605
134,0.1,0.1,0.30102999566398114,0.30102999566398114
135,0,0,0,0
136,0.6327380952380952,0.6733916535952736,0.7358919740150328,0.7279734853025677
137,0.7555555555555555,0.5110644257703082,0.6864034941096788,0.5714138710589125
138,0,0,0,0
139,0.9467813051146384,0.913392483180925,0.9826741846456147,0.7769678809922875
140,0,0.058823529411764705,0,0.24465054211822598
141,0.6833333333333333,0.6375757575757576,0.8356926147784279,0.8158003565042338
142,0.8711111111111111,0.8028490028490028,0.9481876695324454,0.9237297976363594
143,1.0,0.9615358521576272,0.8713531641435706,0.8553444724670681
144,0.25,0.25,0.5,0.5
145,0.29166666666666663,0.26388888888888884,0.4821315434523954,0.47366712633279945
146,0,0,0,0
147,0.9111111111111111,0.7484602815485168,0.7898418216903959,0.7484686330898184
148,0.9861111111111112,0.9222880775270483,0.9230431738931608,0.907477098440533
149,0.6388888888888888,0.6388888888888888,0.8099531166420328,0.8099531166420328
150,0.6666666666666666,0.43283991228070173,0.5912352048230277,0.5468779821013828
151,0.8782627865961198,0.8500513044133123,0.8271813396283803,0.7749460110557853
152,1.0,0.9651098901098901,0.905639859248138,0.858866692066316
153,0.475,0.45016080506276585,0.6869725186864302,0.6880631505673321
154,0.3333333333333333,0.3333333333333333,0.6309297535714574,0.6309297535714574
155,0.1,0.1,0.30102999566398114,0.30102999566398114
156,0.7,0.4702380952380952,0.8102255193577976,0.624690318650175
157,0.5833333333333333,0.577020202020202,0.7764173916492421,0.7735569286465132
158,0,0,0,0
159,0.625,0.5596590909090909,0.7803327317325289,0.664882029147741
160,0.5,0.5,1.0,1.0
161,0.125,0.125,0.3333333333333333,0.3333333333333333
162,1.0,1.0,0.9779933468629632,0.9480624601870127
163,0.822767857142857,0.8232783066606597,0.7894034220202089,0.771009068636373
164,0.5267195767195767,0.5581934405463816,0.5908985786990585,0.6308664423075176
165,0.2111111111111111,0.23164983164983166,0.3538687705482835,0.3540835321494634
166,0,0,0,0
167,1.0,1.0,0.8491912772171128,0.8491912772171128
168,0.5423469387755101,0.628058188985323,0.6398857230673599,0.6562908552557231
169,0,0,0,0
170,0.3277777777777778,0.29583333333333334,0.4736505918364027,0.47191082659503025
171,0,0,0,0
172,0.8142857142857143,0.8142857142857143,0.9232258280744378,0.9232258280744378
173,0,0.0804093567251462,0,0.23761068996738485
174,0,0,0,0
175,0.7611111111111111,0.6522095959595959,0.8016526726084375,0.7761338367969648
Average:,0.4703609819853867,0.4455236964690079,0.5313225256970778,0.5242922832341829
