query_id,AP@10,AP@20,NDCG@10,NDCG@20
126,0.7031746031746031,0.7349948920188859,0.7213138446466999,0.7306070254456736
127,0.6433333333333333,0.6433333333333333,0.7055951822294814,0.7055951822294814
128,1.0,1.0,0.9132224589335863,0.9132224589335863
129,0.7856701940035273,0.8632768601503326,0.699022987701125,0.7552342540569837
130,1.0,0.7834008097165993,0.9106568573068913,0.762843727876042
131,0.7856701940035273,0.8204959310841665,0.6944304287111895,0.7324032886243499
132,0.5277777777777778,0.42936507936507934,0.6439595722980943,0.6051225282551538
133,0.9888888888888889,0.9517702773185229,0.8092618920833737,0.8438638717111485
134,0.5317460317460317,0.5317460317460317,0.8226920219927886,0.8226920219927886
135,0,0.07692307692307693,0,0.27023815442731974
136,0.9085317460317459,0.8696784606659858,0.8981445458143872,0.8860367605868562
137,0.7683333333333333,0.6625152625152624,0.7238681008614911,0.7036389826507521
138,0.19642857142857142,0.22733516483516483,0.3485825691831259,0.38215014323326557
139,1.0,0.9945983379501384,1.0,0.7904882171225175
140,1.0,0.9777201076509037,0.9075750325374775,0.9108104527160913
141,0.6533333333333333,0.551062091503268,0.7569532971197735,0.7356212004768404
142,0.975,0.9332467532467531,0.9930350711122343,0.9815236558823107
143,1.0,1.0,0.9017525829436341,0.909932359076398
144,0.7947278911564626,0.7787202380952382,0.9237894098439596,0.9057521582638527
145,0.8734126984126983,0.7233458646616541,0.820576519296383,0.7280426254915238
146,0,0,0,0
147,0.6399659863945578,0.6636713693574595,0.6670667707828044,0.6946623196618459
148,1.0,1.0,0.9889584719265552,0.9561723324466508
149,0.5494047619047618,0.6156914075049347,0.6500286900780582,0.7200994588370403
150,0.7884920634920635,0.7472789115646259,0.9108026918023608,0.8991554125474146
151,0.9765432098765433,0.9485023034623138,0.8703705782908618,0.8956292911225886
152,1.0,1.0,0.8966954177083962,0.9006490660207477
153,0.9526289682539681,0.8727552362167745,0.9846080344975473,0.8625046099557105
154,1.0,1.0,1.0,1.0
155,0.6679138321995465,0.6762279911964786,0.78064762579238,0.7816964804318189
156,0.9704861111111112,0.9704861111111112,0.9391048313980033,0.9391048313980033
157,0.6111111111111112,0.40714285714285714,0.6577324383928643,0.5122498810660714
158,0.6,0.43068181818181817,0.6505149978319906,0.5059623248676272
159,0.512063492063492,0.4842089906137893,0.6278946347908894,0.6525873217864765
160,0.5833333333333333,0.40839803578774164,0.8154648767857287,0.6105813921702422
161,0.4833333333333333,0.46168536324786325,0.5394119753271113,0.5795081152846137
162,1.0,1.0,0.9541122420838363,0.9280252925478005
163,1.0,0.9245494157258863,0.9280933987882101,0.8650360117762222
164,0.6427579365079364,0.7339210807909589,0.6033683498306956,0.6898764693945778
165,0.49999999999999994,0.4026315789473684,0.7098249095547866,0.5930197187377851
166,0.3333333333333333,0.3333333333333333,0.6309297535714574,0.6309297535714574
167,1.0,1.0,0.8080343264212924,0.8269781158672987
168,1.0,0.9369713225522733,0.9160152884682016,0.8502980415842513
169,0,0,0,0
170,0.5976190476190476,0.5304421768707483,0.7828397336413655,0.6599705166584111
171,0,0,0,0
172,0.9107142857142857,0.8085839598997493,0.967585115860867,0.9346318391834615
173,0,0.12196969696969696,0,0.29284059691513215
174,0.25,0.25,0.5,0.5
175,0.9888888888888889,0.9097568788280862,0.8941850904807401,0.8790742099032209
Average:,0.693892365835223,0.6638483682417252,0.7173744523744542,0.7047412494557883
