query_id,AP@10,AP@20,NDCG@10,NDCG@20
126,0.5571428571428572,0.4901698691172375,0.6096909047512378,0.5808451235204801
127,0,0,0,0
128,0,0,0,0
129,0.7345238095238096,0.7332535777775718,0.7377020670616573,0.7650988841452606
130,0.6666666666666666,0.5111111111111111,0.6934264036172708,0.6244221571534778
131,0.9333333333333332,0.8295454545454546,0.88052446476297,0.8334789482819858
132,0,0.05,0,0.23137821315975915
133,0.5416666666666666,0.5288877788877788,0.7509321764429273,0.5860404422225605
134,0.1,0.1,0.30102999566398114,0.30102999566398114
135,0,0,0,0
136,0.6438492063492063,0.6608656866009807,0.7383186328914356,0.7249770232156941
137,0.7555555555555555,0.5279877043034937,0.6864034941096788,0.5846144020072862
138,0,0,0,0
139,0.9467813051146384,0.9244120192004609,0.8736047764790661,0.7734578679697961
140,0,0,0,0
141,0.6833333333333333,0.63,0.8356926147784279,0.8129584139139862
142,0.86,0.7935897435897435,0.9441347563638698,0.9200739712273364
143,1.0,0.9615358521576272,0.8765199514908748,0.8687677546649272
144,0.25,0.25,0.5,0.5
145,0.29166666666666663,0.28538216169795116,0.4821315434523954,0.44897338073789855
146,0,0,0,0
147,0.9333333333333332,0.7819172113289761,0.7941881405576849,0.7865748319499173
148,0.9861111111111112,0.9206674166198845,0.9230431738931608,0.9063293100086842
149,0.6220238095238095,0.5502136752136751,0.7943764748609892,0.7648615673146701
150,0.8095238095238094,0.5912698412698412,0.9243382314975352,0.843128361134114
151,0.8782627865961198,0.8616322148031708,0.8296059582823918,0.7873320598826549
152,1.0,0.9651098901098901,0.905639859248138,0.858866692066316
153,0.5546031746031745,0.5057215956558061,0.6748018751463795,0.6894341097222374
154,0.25,0.25,0.5,0.5
155,0.1,0.1,0.30102999566398114,0.30102999566398114
156,0.7,0.4503787878787879,0.8102255193577976,0.6079519272670525
157,0.5833333333333333,0.577020202020202,0.7764173916492421,0.7735569286465132
158,0,0,0,0
159,0.5777777777777777,0.49082251082251077,0.7563190756191195,0.6449432810484667
160,0.16666666666666666,0.16666666666666666,0.38685280723454163,0.3149128995122671
161,0.125,0.125,0.3333333333333333,0.3333333333333333
162,1.0,1.0,0.9865066824068627,0.9529639399032769
163,0.822767857142857,0.8173042211200107,0.7894034220202089,0.7696677491398207
164,0.5425925925925925,0.5946588803496698,0.5990597912504064,0.6485776996463085
165,0.41666666666666663,0.3686868686868687,0.5912352048230277,0.5078537987519851
166,0,0,0,0
167,1.0,1.0,0.8491912772171128,0.8491912772171128
168,0.5423469387755101,0.628058188985323,0.6398857230673599,0.6562908552557231
169,0,0,0,0
170,0.3833333333333333,0.33749999999999997,0.5007846992187471,0.4947116992008052
171,0,0,0,0
172,0.8142857142857143,0.8142857142857143,0.9232258280744378,0.9232258280744378
173,0.1,0.1,0.30102999566398114,0.30102999566398114
174,0,0.0625,0,0.25
175,0.7875,0.6364246864246865,0.838255482385076,0.7611290847956961
Average:,0.4732129661123709,0.43945159062462197,0.5327772344867462,0.5156602760616756
